Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
19/10/2015,TCS,EQ,2473.75,2490,2494.95,2455.85,2493.95,2488.75,2473.9,1565321,3.87245E+14,55224,1047364,0.6691
20/10/2015,TCS,EQ,2488.75,2496.25,2530,2495.6,2523.2,2526.75,2520.95,1347542,3.39709E+14,60572,942992,0.6998
21/10/2015,TCS,EQ,2526.75,2535,2542,2522.25,2526,2530,2532.48,964844,2.44345E+14,80004,691629,0.7168
23/10/2015,TCS,EQ,2530,2548,2548,2527.3,2536.95,2537.15,2534.65,1167699,2.95971E+14,39962,862305,0.7385
26/10/2015,TCS,EQ,2537.15,2549,2549,2515.1,2540,2536.55,2530.16,707315,1.78962E+14,58521,469883,0.6643
27/10/2015,TCS,EQ,2536.55,2530.05,2544.9,2520.35,2528.9,2531.1,2531.42,765210,1.93707E+14,47064,541265,0.7073
28/10/2015,TCS,EQ,2531.1,2510.05,2533.55,2510.05,2528,2529.1,2524.11,627671,1.58431E+14,43535,444506,0.7082
29/10/2015,TCS,EQ,2529.1,2533.55,2535.4,2490.05,2496,2495.35,2500.06,1565158,3.91299E+14,61541,1065888,0.681
30/10/2015,TCS,EQ,2495.35,2500,2511.9,2485,2500,2495.2,2495.93,758348,1.89279E+14,41071,519557,0.6851
2/11/2015,TCS,EQ,2495.2,2500,2522.8,2487.55,2518,2517.35,2507.96,659647,1.65437E+14,48056,480522,0.7285
3/11/2015,TCS,EQ,2517.35,2528,2547.8,2518.5,2538.85,2543.45,2536.88,682453,1.7313E+14,39895,502388,0.7362
4/11/2015,TCS,EQ,2543.45,2545,2547.2,2520,2526.75,2533.8,2532.27,495717,1.25529E+14,41282,284406,0.5737
5/11/2015,TCS,EQ,2533.8,2530.8,2534.95,2480,2485,2482.65,2496.94,798049,1.99268E+14,38722,556372,0.6972
6/11/2015,TCS,EQ,2482.65,2492,2518.25,2483.45,2505.2,2505.75,2507.54,454012,1.13845E+14,26028,298424,0.6573
9/11/2015,TCS,EQ,2505.75,2495,2502.75,2468.6,2474,2471.35,2477.88,1010778,2.50459E+14,42927,819330,0.8106
10/11/2015,TCS,EQ,2471.35,2472.95,2477,2450,2455,2458.15,2463.3,680960,1.67741E+14,53282,479205,0.7037
11/11/2015,TCS,EQ,2458.15,2475,2475,2450,2472,2468.8,2467.45,67582,1.66755E+13,5197,34003,0.5031
13/11/2015,TCS,EQ,2468.8,2438.05,2438.05,2386.55,2396,2397.4,2405.31,1371616,3.29916E+14,77174,958618,0.6989
16/11/2015,TCS,EQ,2397.4,2390,2390,2356,2376,2374.6,2371.62,1021764,2.42324E+14,67518,701532,0.6866
17/11/2015,TCS,EQ,2374.6,2380.5,2398.45,2375,2390,2390.55,2385.85,992514,2.36799E+14,58593,755518,0.7612
18/11/2015,TCS,EQ,2390.55,2388.9,2388.9,2346,2349.65,2351.45,2358.29,760176,1.79272E+14,43678,506662,0.6665
19/11/2015,TCS,EQ,2351.45,2365.35,2381.6,2352,2367,2362.55,2366.14,933453,2.20868E+14,55764,632570,0.6777
20/11/2015,TCS,EQ,2362.55,2366.5,2423.55,2361.95,2394.5,2398.35,2403.22,1006063,2.41779E+14,60130,575994,0.5725
23/11/2015,TCS,EQ,2398.35,2405.3,2413.4,2382.25,2389.3,2391.05,2397.62,544041,1.30441E+14,42359,351815,0.6467
24/11/2015,TCS,EQ,2391.05,2380.05,2392.45,2365.5,2366,2367.95,2378.62,499320,1.18769E+14,35776,342427,0.6858
26/11/2015,TCS,EQ,2367.95,2377.9,2382.4,2337.85,2346,2345.55,2355.52,1457646,3.43351E+14,77452,969589,0.6652
27/11/2015,TCS,EQ,2345.55,2348,2359.45,2332.5,2354.95,2353.35,2348.7,868603,2.04009E+14,62719,518858,0.5973
30/11/2015,TCS,EQ,2353.35,2365,2391.25,2350.15,2373.55,2364.7,2365.21,2050024,4.84874E+14,85439,1102521,0.5378
1/12/2015,TCS,EQ,2364.7,2362.9,2378.05,2357.05,2359.75,2361.9,2363.85,860997,2.03527E+14,51511,672976,0.7816
2/12/2015,TCS,EQ,2361.9,2378,2378.1,2346.5,2367,2365.2,2362.86,820148,1.9379E+14,38694,580713,0.7081
3/12/2015,TCS,EQ,2365.2,2360,2373,2347,2350,2350.75,2356.59,1141679,2.69047E+14,41715,765969,0.6709
4/12/2015,TCS,EQ,2350.75,2340,2347.3,2321.1,2330,2328.4,2330.08,623046,1.45175E+14,32999,426970,0.6853
7/12/2015,TCS,EQ,2328.4,2332.2,2343.9,2315.25,2321,2319.8,2322.27,691302,1.60539E+14,52150,487587,0.7053
8/12/2015,TCS,EQ,2319.8,2319.4,2349,2317.3,2326.25,2329,2332.95,569982,1.32974E+14,47957,336913,0.5911
9/12/2015,TCS,EQ,2329,2337.9,2372.8,2320,2370,2367.65,2361.23,2641403,6.23695E+14,59592,1365071,0.5168
10/12/2015,TCS,EQ,2367.65,2369,2391.2,2352,2380.95,2384.55,2374.82,861994,2.04708E+14,52429,556996,0.6462
11/12/2015,TCS,EQ,2384.55,2383,2391.95,2363.25,2383.15,2386,2384.13,826189,1.96975E+14,53651,598804,0.7248
14/12/2015,TCS,EQ,2386,2335.2,2387,2330.6,2375,2378.45,2364.84,1359266,3.21444E+14,58637,758806,0.5582
15/12/2015,TCS,EQ,2378.45,2378.45,2385,2363.05,2379.5,2375.85,2375.03,567934,1.34886E+14,52585,421587,0.7423
16/12/2015,TCS,EQ,2375.85,2384,2414.5,2384,2407.5,2408.4,2402.07,717967,1.72461E+14,48074,494205,0.6883
17/12/2015,TCS,EQ,2408.4,2415,2445,2393.35,2434.1,2439.75,2418.57,809422,1.95765E+14,46818,569320,0.7034
18/12/2015,TCS,EQ,2439.75,2420,2434.2,2400.65,2409.8,2416.8,2416.02,1512485,3.6542E+14,47644,1052042,0.6956
21/12/2015,TCS,EQ,2416.8,2419.95,2450,2406.85,2443,2446.4,2428.4,805052,1.95499E+14,41004,425890,0.529
22/12/2015,TCS,EQ,2446.4,2440,2440,2400,2407,2405.05,2413.33,780429,1.88343E+14,30995,476137,0.6101
23/12/2015,TCS,EQ,2405.05,2415,2435,2410.55,2418.8,2425.8,2425.06,424917,1.03045E+14,31057,253475,0.5965
24/12/2015,TCS,EQ,2425.8,2421,2438.2,2404,2435,2434.25,2424.03,421580,1.02192E+14,21932,188670,0.4475
28/12/2015,TCS,EQ,2434.25,2428,2466.4,2420.2,2456.95,2462.7,2455,1852099,4.5469E+14,43390,1060100,0.5724
29/12/2015,TCS,EQ,2462.7,2458.35,2465.3,2445.75,2449.35,2455.8,2452.26,854262,2.09488E+14,26975,433986,0.508
30/12/2015,TCS,EQ,2455.8,2453.05,2459,2412.3,2421.7,2418.3,2442.06,802881,1.96068E+14,49464,632180,0.7874
31/12/2015,TCS,EQ,2418.3,2415.75,2448.5,2407.5,2430,2436.85,2428.9,620159,1.5063E+14,42600,400391,0.6456
