Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
13/08/2015,TCS,EQ,2671.7,2670,2684,2556,2638.35,2635.6,2652.19,703213,1.86506E+14,47820,460590,0.655
14/08/2015,TCS,EQ,2635.6,2638,2719.35,2637.1,2692.05,2703.2,2688.81,1146982,3.08402E+14,82195,766818,0.6686
17/08/2015,TCS,EQ,2703.2,2690.1,2696.8,2655,2685.9,2684.75,2673.6,386822,1.03421E+14,30502,206955,0.535
18/08/2015,TCS,EQ,2684.75,2706.9,2749.9,2690,2745.95,2740.9,2736.66,958463,2.62298E+14,100314,623865,0.6509
19/08/2015,TCS,EQ,2740.9,2750,2752.85,2721.9,2727,2733.6,2739.06,845035,2.3146E+14,90389,588336,0.6962
20/08/2015,TCS,EQ,2733.6,2745,2745,2672,2686.5,2686.85,2702.74,1174649,3.17477E+14,105196,842334,0.7171
21/08/2015,TCS,EQ,2686.85,2712,2729.9,2655.1,2671,2676.15,2684.3,1768040,4.74594E+14,113746,1315006,0.7438
24/08/2015,TCS,EQ,2676.15,2639,2645,2569.1,2586,2578.65,2599.95,2346172,6.09993E+14,98288,1766434,0.7529
25/08/2015,TCS,EQ,2578.65,2587.9,2622,2535.5,2564.8,2567.15,2574.64,1962900,5.05375E+14,90437,1340952,0.6831
26/08/2015,TCS,EQ,2567.15,2558.05,2639,2511.95,2579.8,2576.75,2591.93,1608079,4.16803E+14,92978,1139025,0.7083
27/08/2015,TCS,EQ,2576.75,2614.9,2614.9,2545.8,2567,2574.65,2572.91,2632399,6.77292E+14,126702,2065390,0.7846
28/08/2015,TCS,EQ,2574.65,2609,2609,2557.7,2563.1,2570.85,2581.92,1372076,3.54259E+14,102566,1063723,0.7753
31/08/2015,TCS,EQ,2570.85,2590,2590,2531.05,2575,2564.05,2566.03,1846022,4.73694E+14,109961,1434044,0.7768
1/09/2015,TCS,EQ,2564.05,2556,2611.2,2530,2533.2,2537.4,2574.5,1493801,3.84579E+14,96695,981661,0.6572
2/09/2015,TCS,EQ,2537.4,2559.7,2620.45,2548,2600,2591.8,2595.11,1882975,4.88652E+14,114103,1263275,0.6709
3/09/2015,TCS,EQ,2591.8,2596.1,2615,2576.25,2606,2605.6,2594.76,1132537,2.93866E+14,91703,745864,0.6586
4/09/2015,TCS,EQ,2605.6,2611.4,2614.9,2539.15,2544,2547.45,2568.96,1213198,3.11665E+14,124154,800848,0.6601
7/09/2015,TCS,EQ,2547.45,2553,2559.95,2532.7,2539.6,2539.75,2546.5,879592,2.23988E+14,73248,638480,0.7259
8/09/2015,TCS,EQ,2539.75,2545,2564.1,2523.5,2540.3,2540.3,2540.52,893873,2.2709E+14,64944,616912,0.6902
9/09/2015,TCS,EQ,2540.3,2562.95,2574,2544,2551,2549.75,2558.04,1022538,2.61569E+14,62654,625155,0.6114
10/09/2015,TCS,EQ,2549.75,2542,2578.5,2527,2550,2545.4,2553.83,1332909,3.40402E+14,96715,916263,0.6874
11/09/2015,TCS,EQ,2545.4,2546.5,2568.4,2540.6,2549.8,2552,2553.59,796336,2.03352E+14,60997,560414,0.7037
14/09/2015,TCS,EQ,2552,2565,2565,2543,2548,2551.65,2552.98,794659,2.02875E+14,57713,577291,0.7265
15/09/2015,TCS,EQ,2551.65,2551.65,2558.9,2536,2537.25,2547.6,2548.86,689950,1.75858E+14,64604,485074,0.7031
16/09/2015,TCS,EQ,2547.6,2555,2565,2541.05,2548,2550.35,2553.8,878408,2.24328E+14,69451,634884,0.7228
18/09/2015,TCS,EQ,2550.35,2565,2586,2539,2545,2551.25,2565.18,1227647,3.14914E+14,70579,870927,0.7094
21/09/2015,TCS,EQ,2551.25,2550,2557.1,2533.2,2555.65,2551.05,2545.78,554420,1.41143E+14,59635,370607,0.6685
22/09/2015,TCS,EQ,2551.05,2557.5,2572.4,2490,2522.55,2526.8,2545.14,1040623,2.64854E+14,72612,671655,0.6454
23/09/2015,TCS,EQ,2526.8,2534.3,2557.75,2512.6,2534.6,2532.65,2533.36,614176,1.55593E+14,37626,345011,0.5617
24/09/2015,TCS,EQ,2532.65,2535.5,2590,2529.9,2579,2580.4,2561.8,1177127,3.01556E+14,71506,824902,0.7008
28/09/2015,TCS,EQ,2580.4,2594,2619,2579.5,2600,2593.7,2603.35,1183406,3.08082E+14,77392,894029,0.7555
29/09/2015,TCS,EQ,2593.7,2583.35,2634,2569.85,2592,2588.25,2603.73,1662976,4.32995E+14,103754,1244496,0.7484
30/09/2015,TCS,EQ,2588.25,2643.7,2643.7,2570.95,2585,2588.05,2585.98,1684168,4.35523E+14,81073,1273762,0.7563
1/10/2015,TCS,EQ,2588.05,2599,2649.95,2592.2,2641.1,2644.6,2630.47,1417204,3.72791E+14,94874,1002629,0.7075
5/10/2015,TCS,EQ,2644.6,2652.7,2770,2652.7,2719.9,2711.65,2711.39,2403653,6.51725E+14,146358,1616394,0.6725
6/10/2015,TCS,EQ,2711.65,2725,2726,2684,2686.2,2700,2704.9,1989795,5.38219E+14,96553,1635016,0.8217
7/10/2015,TCS,EQ,2700,2693.95,2717,2646.95,2655,2653.95,2677.99,1032765,2.76573E+14,102318,683381,0.6617
8/10/2015,TCS,EQ,2653.95,2670,2678.35,2620,2631.9,2633.8,2642.62,1178775,3.11505E+14,102041,865714,0.7344
9/10/2015,TCS,EQ,2633.8,2650.5,2650.6,2608,2630,2629.65,2628.83,1124862,2.95707E+14,68120,837088,0.7442
12/10/2015,TCS,EQ,2629.65,2655,2660.35,2587,2597.7,2592.6,2612.17,1227956,3.20763E+14,84883,675044,0.5497
13/10/2015,TCS,EQ,2592.6,2602.8,2612,2567.6,2586.85,2598.55,2589.61,3089856,8.00154E+14,129714,1303446,0.4218
14/10/2015,TCS,EQ,2598.55,2548,2548,2480,2480.9,2483.7,2502.59,4168564,1.04322E+15,175646,2297432,0.5511
15/10/2015,TCS,EQ,2483.7,2490,2503.5,2465,2468.8,2467.75,2478.15,1607855,3.98451E+14,107563,1101822,0.6853
16/10/2015,TCS,EQ,2467.75,2480.9,2492,2470,2472,2473.75,2477.86,1166914,2.89145E+14,68190,791055,0.6779
